name,sol_time,iterations,status
origA1,135.955461,136,ok
origA2,144.625329,152,ok
origB1,60.621995999999996,71,ok
origB2,48.283577,53,ok
trackA1,312.07239500000003,191,ok
trackA2,214.80254100000002,178,ok
trackB1,85.672635,98,ok
trackB2,38.911862,50,ok
stationA1,581.259722,235,ok
stationA2,279.865144,176,ok
stationB1,156.728549,149,ok
stationB2,63.985400999999996,50,ok
