algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,index,iterations,lb,max_time_points,name,num_clauses_total,num_conflicts,num_time_points,num_traveltime,num_vars_total,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.13766459500000003,3.7753623188405796,19.214284896850586,1175,33,3122,Continuous,51,201,3122,20,stationA4,6468,82,2084,1416,2473,55,1,375.43548,MaxSatDddLadderSc,0.226919285,ok,0.36458098,14,52,92,3122
0.14039070799999998,3.6012658227848102,19.25,876,33,3306,Continuous,52,254,3306,17,stationA5,18542,78,1707,1150,7396,167,1,2740.2708979999998,MaxSatDddLadderSc,2.58767199,ok,2.728061698,12,49,38,3306
0.048235303,1.7745098039215685,18.625,307,33,2149,Continuous,53,62,2149,6,stationA6,774,10,543,223,271,9,1,56.846204,MaxSatDddLadderSc,0.002480101,ok,0.050713904,8,6,45,2149
0.082107606,2.7904761904761903,12.625,126,33,1762,Continuous,54,110,1762,8,stationA7,1229,12,586,359,430,17,1,104.585208,MaxSatDddLadderSc,0.0099847,ok,0.092088806,8,7,86,1762
0.4041950089999915,4.664850136239782,19.88888931274414,4862,33,,Continuous,55,834,19948,34,stationA8,105607,480,5136,3518,39805,791,1,120242.75496600001,MaxSatDddLadderSc,119.810665161,timeout,120.21485897,27,42,0,38893
0.3167572750000005,4.374695863746958,20.049999237060547,2616,33,,Continuous,56,618,7399,20,stationA9,109918,221,3596,2504,36973,540,1,121061.63024200001,MaxSatDddLadderSc,120.718652916,timeout,121.035409091,20,69,8,9649
0.2642823679999964,4.053543307086614,18.176469802856445,1632,33,6565,Continuous,57,679,6565,24,stationA10,87405,145,2574,1767,30650,530,1,88584.66255499999,MaxSatDddLadderSc,88.287141703,ok,88.551423171,17,79,68,6565
0.2999693339999965,5.231717337715694,20.482759475708008,6144,33,,Continuous,58,734,6227,45,stationA11,107978,668,6367,4330,40043,693,1,120153.66362,MaxSatDddLadderSc,119.829807692,timeout,120.129775726,29,40,0,33165
0.41063654100000235,4.954983922829582,21.714284896850586,6393,33,,Continuous,59,740,6283,46,stationA12,100195,659,6164,4191,37636,703,1,120051.276564,MaxSatDddLadderSc,119.600077122,timeout,120.010711763,28,36,0,35298
0.3296492319999942,4.158878504672897,17.33333396911621,2022,25,,Continuous,60,625,4196,15,stationB1,121567,126,2670,1846,41553,496,1,120095.978999,MaxSatDddLadderSc,119.738607965,timeout,120.068256097,18,58,70,4246
0.025994102,1.8954248366013071,14.800000190734863,87,25,4798,Continuous,61,49,4798,6,stationB2,470,10,290,122,171,8,1,33.358802,MaxSatDddLadderSc,0.0018294,ok,0.027822602,5,4,35,4798
0.043015403,2.913294797687861,16.799999237060547,136,20,674,Continuous,62,71,674,8,stationB3,1055,17,504,306,369,10,1,56.040003999999996,MaxSatDddLadderSc,0.004356401,ok,0.047369904,5,10,49,674
0.2633228140000021,4.793313069908814,15.949999809265137,2246,25,62616,Continuous,63,474,62616,22,stationB4,72130,194,3154,2278,25438,342,1,24132.737636,MaxSatDddLadderSc,23.84789922,ok,24.111220734,20,88,42,62616
0.050431903,4.26775956284153,17.799999237060547,136,25,1485,Continuous,64,98,1485,14,stationB5,2132,45,781,568,768,21,1,80.281406,MaxSatDddLadderSc,0.017480202,ok,0.067910205,5,36,41,1485
0.04035860300000001,1.929936305732484,15.199999809265137,93,25,461,Continuous,65,46,461,4,stationB6,467,6,303,138,162,5,1,51.459103,MaxSatDddLadderSc,0.0021902,ok,0.042546303,5,3,36,461
0.35333171799999263,5.203703703703703,15.25,2865,25,59333,Continuous,66,630,59333,24,stationB7,107003,246,3934,2920,36722,489,1,108975.625914,MaxSatDddLadderSc,108.601382994,ok,108.954713812,24,93,46,59333
0.041553503000000006,2.5251798561151078,13.399999618530273,72,25,2300,Continuous,67,95,2300,6,stationB8,742,11,351,198,268,11,1,56.511904,MaxSatDddLadderSc,0.0040929,ok,0.045644403,5,7,75,2300
0.043294102,3.3807106598984773,13.571428298950195,150,25,12006,Continuous,68,80,12006,9,stationB9,1603,42,666,415,578,20,1,54.335103000000004,MaxSatDddLadderSc,0.003939301,ok,0.047232003,7,30,28,12006
0.020171802000000003,1.5454545454545454,12.857142448425293,126,25,8761,Continuous,69,48,8761,4,stationB10,334,6,289,93,116,7,1,25.991202,MaxSatDddLadderSc,0.0013713,ok,0.021539202,7,3,36,8761
0.3447680350000013,4.706918238993711,15.399999618530273,3202,25,72973,Continuous,70,472,72973,18,stationB11,121456,244,3742,2664,39917,373,1,82406.831095,MaxSatDddLadderSc,82.029413156,ok,82.374179491,25,74,25,72973
0.22942395399999782,3.121794871794872,16.214284896850586,970,25,,Continuous,71,737,15934,23,stationB12,133324,124,1461,868,49389,698,1,120764.93881499999,MaxSatDddLadderSc,120.48170793,timeout,120.711129784,14,33,5,18957
