algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,index,iterations,lb,max_time_points,name,num_clauses_total,num_conflicts,num_time_points,num_traveltime,num_vars_total,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.066292189,1.7712418300653594,18.625,307,33,15,InfiniteSteps180,53,66,15,7,stationA6,777,10,542,221,269,15,1,79.95978500000001,MaxSatDddLadderSc,0.004168999,ok,0.070458188,8,6,43,15
0.061996388,3.052380952380952,12.625,126,33,16,InfiniteSteps180,54,135,16,8,stationA7,1396,14,641,410,482,16,1,82.67328499999999,MaxSatDddLadderSc,0.011588499,ok,0.073582187,8,9,110,16
0.5814602680000007,17.317892824704813,19.88888931274414,4862,33,,InfiniteSteps180,55,315,157,84,stationA8,57850,2551,19067,15779,19404,83,1,124250.84398,MaxSatDddLadderSc,123.652698512,timeout,124.23415768,27,230,0,173
0.12040142500000003,4.748175182481752,20.049999237060547,2616,33,49,InfiniteSteps180,56,200,49,23,stationA9,9741,239,3903,2804,3324,49,1,268.24756,MaxSatDddLadderSc,0.141953535,ok,0.26235376,20,108,41,49
0.129590828,3.4141732283464568,18.176469802856445,1632,33,41,InfiniteSteps180,57,151,41,23,stationA10,4859,100,2168,1411,1661,27,1,210.14164799999998,MaxSatDddLadderSc,0.072103217,ok,0.201692045,17,50,72,41
0.45462713599999915,14.193097781429746,20.482759475708008,6144,33,,InfiniteSteps180,58,228,95,132,stationA11,54389,2593,17273,13844,18477,95,1,122606.979861,MaxSatDddLadderSc,122.128141019,timeout,122.582754655,29,131,0,157
0.4637527200000022,14.02250803858521,21.714284896850586,6393,33,,InfiniteSteps180,59,214,97,127,stationA12,55134,2544,17444,14124,18653,97,1,121406.574923,MaxSatDddLadderSc,120.918601004,timeout,121.382351324,28,116,0,181
0.171580803,4.11993769470405,17.33333396911621,2022,25,30,InfiniteSteps180,60,161,30,15,stationB1,6500,123,2645,1836,2260,30,1,419.287507,MaxSatDddLadderSc,0.237538704,ok,0.409117607,18,62,67,30
0.0469203,1.8954248366013071,14.800000190734863,87,25,29,InfiniteSteps180,61,53,29,6,stationB2,520,10,290,122,198,12,1,60.6794,MaxSatDddLadderSc,0.0039132,ok,0.050831,5,4,35,29
0.022749801,2.5722543352601157,16.799999237060547,136,20,6,InfiniteSteps180,62,67,6,7,stationB3,854,13,445,251,293,6,1,30.009300999999997,MaxSatDddLadderSc,0.0023715,ok,0.025120101,5,8,51,6
0.15947550099999996,4.211246200607903,15.949999809265137,2246,25,355,InfiniteSteps180,63,177,355,15,stationB4,6777,157,2771,1914,2339,34,2,335.530605,MaxSatDddLadderSc,0.168353303,ok,0.327827904,20,68,72,355
0.05678249999999999,4.508196721311475,17.799999237060547,136,25,10,InfiniteSteps180,64,88,10,19,stationB5,2054,52,825,598,703,10,1,83.674102,MaxSatDddLadderSc,0.015145101,ok,0.071925101,5,43,35,10
0.037869397,1.929936305732484,15.199999809265137,93,25,5,InfiniteSteps180,65,46,5,4,stationB6,478,6,303,138,167,5,1,48.213795,MaxSatDddLadderSc,0.0020722,ok,0.039933797,5,3,36,5
0.139044985,4.650793650793651,15.25,2865,25,339,InfiniteSteps180,66,198,339,22,stationB7,8795,218,3516,2503,3020,42,1,485.156058,MaxSatDddLadderSc,0.338991173,ok,0.478034158,24,84,70,339
0.032013697,2.41726618705036,13.399999618530273,72,25,16,InfiniteSteps180,67,97,16,6,stationB8,694,10,336,183,251,16,2,52.483396,MaxSatDddLadderSc,0.0069107,ok,0.038922597,5,5,75,16
0.052149795,3.279187817258883,13.571428298950195,150,25,70,InfiniteSteps180,68,77,70,9,stationB9,1486,40,646,397,522,16,1,72.04999400000001,MaxSatDddLadderSc,0.009117899,ok,0.061264694,7,30,29,70
0.042994593,1.5454545454545454,12.857142448425293,126,25,53,InfiniteSteps180,69,52,53,4,stationB10,358,6,289,93,129,11,1,55.080391999999996,MaxSatDddLadderSc,0.0021819,ok,0.045169293,7,3,36,53
0.159309178,4.213836477987422,15.399999618530273,3202,25,415,InfiniteSteps180,70,134,415,15,stationB11,8221,215,3350,2292,2844,46,1,387.010745,MaxSatDddLadderSc,0.213452969,ok,0.372759947,25,68,18,415
0.11439168300000002,4.128205128205129,16.214284896850586,970,25,98,InfiniteSteps180,71,158,98,28,stationB12,6625,177,1932,1301,2468,63,1,511.299227,MaxSatDddLadderSc,0.387076745,ok,0.501467628,14,52,41,98
